"","baseMean","log2FoldChange","lfcSE","pvalue","padj","label"
"CDON",12.2100024658845,-4.25842448504742,0.897857110742646,4.39322792426466e-07,4.66234655167398e-06,"CDON"
"LOC105376675",10.3533585940267,-4.25450654418681,1.13460767420201,1.9731052425044e-05,0.000147160180025418,"LOC105376675"
"LOC105373488",7.40463559641057,-4.25049601552877,1.10930391624553,1.46076997866722e-05,0.000112228319065887,"LOC105373488"
"AQP3",514.939763524734,-4.23689993492974,0.354269784504991,3.62632626812784e-34,7.9053912645187e-32,"AQP3"
"LINC00824",8.1715208259456,-4.22508418727252,1.1843810490052,2.30386918686323e-05,0.000168349770749559,"LINC00824"
"ARMH1",462.993993642437,-4.2093886768698,0.684850468313312,4.44594520478086e-11,9.17941740727938e-10,"ARMH1"
"TCEA3",112.42270591253,-4.20498800748086,0.38449705794376,4.27376423727066e-29,6.52856481442338e-27,"TCEA3"
"COL27A1",12.1164728815966,-4.20288329457498,0.862708439294207,2.00707277593224e-07,2.25949537679989e-06,"COL27A1"
"TNFSF8",622.364706123337,-4.19684244198799,0.279306529410349,2.22459651915351e-52,1.22516726191696e-49,"TNFSF8"
"LOC101060024",4.47184038512805,-4.19240695928666,1.46789056907962,0.000117190609796186,0.000722192309132677,"LOC101060024"
"TRDV1",21.2866148431315,-4.19149842099099,0.979282079359788,1.47935355335907e-06,1.4234441914804e-05,"TRDV1"
"ROR2",6.2438255389622,-4.17606245867735,1.79207716783905,0.000340362763065404,0.00185836470269574,"ROR2"
"NUP93-DT",2.13227605995959,-4.15657333877564,2.79044079298797,0.00270360011082615,0.0114258770434915,NA
"LOC101927432",20.8238838796345,-4.14905226770723,0.645511040392299,2.33241138057291e-11,5.04784957317786e-10,"LOC101927432"
"AJAP1",2.58370530488065,-4.14291375836414,3.15521781776105,0.0042772862407224,0.0169023879240631,NA
"LEF1-AS1",97.8195193426291,-4.13867293996993,0.428332588489282,4.7494918826603e-23,4.02418486317064e-21,"LEF1-AS1"
"CD44-DT",2.20234320638638,-4.13040370888228,2.88066018615594,0.00324571882791041,0.0133608189674487,NA
"KCNA2",16.8797626452716,-4.12707673299211,0.790455648774244,2.01088886686696e-08,2.73094628201115e-07,"KCNA2"
"GLIS3",33.5429154835983,-4.12109741634911,0.547684125203094,4.0519410097189e-15,1.44955592224611e-13,"GLIS3"
"LOC107987267",21.881010076116,-4.11646014838077,0.796973772943389,2.14258602499633e-08,2.89477342357155e-07,"LOC107987267"
"SH3RF3",60.6833853759853,-4.11226179167382,0.466497048525481,1.8042953965778e-19,1.07579185354929e-17,"SH3RF3"
"FER1L4",4.56033397383891,-4.10033711197627,1.44722742116076,9.72836877098958e-05,0.000611213754545992,"FER1L4"
"MRC2",81.5913578615069,-4.09408475085077,0.330501519430805,2.83960245295286e-36,7.0746666827854e-34,"MRC2"
"DCHS1",344.665485056354,-4.09266061878604,0.415869599717645,5.70068448863961e-24,5.25567951446034e-22,"DCHS1"
"ANKRD36BP2",20.619443275934,-4.08769203567965,0.704554980935584,8.41063597103125e-10,1.44158713842541e-08,"ANKRD36BP2"
"FLT1",13.5872127112118,-4.07907656352526,0.938751701179547,1.87951376587453e-06,1.77102494787133e-05,"FLT1"
"ROBO1",64.8428934280033,-4.06646473564185,0.690087414254713,2.65942025773046e-10,4.92098560157232e-09,"ROBO1"
"TRBV7-5",11.3657912059085,-4.06197622317014,0.864976657135014,3.94217777485478e-07,4.21573308493412e-06,"TRBV7-5"
"PARP11-AS1",19.7890776177257,-4.06141701693115,0.645056333970204,5.20562375168925e-11,1.06079156645913e-09,"PARP11-AS1"
"PPP4R4",2.32110822952799,-4.0545178283409,3.03417178404521,0.004167696355341,0.0165317568848704,NA
"IL6R-AS1",4.28402677191917,-4.05250075078266,1.49511479383598,0.000190474873724542,0.00111347993220872,"IL6R-AS1"
"EPHA1-AS1",59.6806588945394,-4.05181760110795,0.447639906250115,1.52764208780988e-20,9.92872472474694e-19,"EPHA1-AS1"
"TAFA1",6.86233177867305,-4.04828625452495,1.25024728680867,0.000110310815069994,0.000685013436160985,"TAFA1"
"ENTHD1",1.98805820476498,-4.04603905307237,2.75207224834114,0.00288201950851904,0.0120670750342508,NA
"CCDC110",2.12233558853764,-4.04068698116451,2.85523760623343,0.00337973501054497,0.0138444107067303,NA
"SLC5A5",25.3427498874193,-4.03382434399505,0.630083109037664,1.17323556161168e-11,2.64015847671067e-10,"SLC5A5"
"IL7R",6385.16359789229,-4.01268001840101,0.371101479669697,2.13768923499229e-28,3.08534898689093e-26,"IL7R"
"LOC107985787",4.19733576757266,-4.00779727621646,1.53894093656681,0.000286353383340455,0.00159595302438057,"LOC107985787"
"YBX3P1",4.20434822292619,-4.00674751852702,1.54122863545321,0.00029025530370657,0.00161334630830534,"YBX3P1"
"DSC1",57.686093036904,-3.99808443809369,0.594907446309061,5.18117279376706e-13,1.39193304528828e-11,"DSC1"
"TRBV30",36.0168213398127,-3.9974427732698,0.491006975333431,5.41747439607369e-17,2.43298077598777e-15,"TRBV30"
"TRAJ36",2.18980925337963,-3.98618273963089,2.99478274140186,0.00429348572867161,0.0169599979859644,NA
"RORC",99.8009103520821,-3.98341501436323,0.989611049267746,2.71849125370246e-06,2.48222447458487e-05,"RORC"
