"","baseMean","log2FoldChange","lfcSE","pvalue","padj","label"
"VLDLR",41.9811778251657,1.63536203373667,0.622644914167332,0.00107905917895374,0.0051523044711713,"VLDLR"
"LOC105370660",182.785555689819,1.6378396714435,0.428620727233741,1.97178240906731e-05,0.000147160180025418,"LOC105370660"
"LRFN2",13.6623139571335,1.63818465670993,1.00087439920261,0.00858623196787523,0.030234726714836,NA
"AOAH-IT1",11.7658321060202,1.63823077435435,0.514860110895739,0.000244929837721102,0.0013883780183714,"AOAH-IT1"
"LOC105374164",5.94157786368235,1.63923570298021,0.830486256925015,0.00588209797942941,0.0220097526396386,NA
"LOC100128770",10.3543032268407,1.63962922594139,0.709688366912804,0.00268548604252723,0.0113584987667764,NA
"RUNX1-IT1",5.34932645983957,1.64183894772415,1.10103452691397,0.0124625209138785,0.0412944328191338,NA
"ALOX5AP",628.061725644341,1.64379851494631,0.207035391351336,3.49640107936247e-16,1.44610043061063e-14,"ALOX5AP"
"LOC102723543",15.4436528615309,1.64629757276839,0.583715778352937,0.00065357641650253,0.00332233355466722,"LOC102723543"
"IRAK2",217.405829477211,1.64908730148538,0.281832140915892,7.62937598436633e-10,1.31738927888464e-08,"IRAK2"
"NEK3",62.5681907716741,1.65069598597703,0.426282232681756,1.57525554908715e-05,0.000120317328946335,"NEK3"
"CD63",1159.29556779406,1.65247853808795,0.210901892908591,8.23880888566199e-16,3.23493043825768e-14,"CD63"
"TENT5A",675.049435181773,1.65527171415054,0.249066473048071,5.03846764241927e-12,1.1847758519163e-10,"TENT5A"
"LOC107984203",5.34494304313798,1.65778980590882,0.857532846451095,0.00649666914729849,0.0239370232244125,NA
"TGFA",116.202890778724,1.65824371006791,0.454785256284427,3.79740957720228e-05,0.000262371038731229,"TGFA"
"RAG1",21.4483285194021,1.66065971569694,0.491435536916608,0.000106909750005176,0.000665498884029841,"RAG1"
"GCNT1",77.4791871279897,1.66120683162926,0.421342723024586,1.20406087287871e-05,9.45537934244111e-05,"GCNT1"
"SHB",25.5990124572201,1.6633692689121,0.449784715111631,3.22571144630124e-05,0.000226916602178797,"SHB"
"POLQ",19.7850731773819,1.66533828003506,0.423227950984848,1.34894335468901e-05,0.000104674403140273,"POLQ"
"LOC101929174",26.2289807428426,1.66938556857425,0.379943283761921,1.84615101301006e-06,1.74351301445283e-05,"LOC101929174"
"DLX2",11.20051303962,1.66953611622723,0.908094630522284,0.00632344500977511,0.0234100578745044,NA
"ASPM",21.9283352766943,1.67218258228171,0.491693709483074,9.39039038315343e-05,0.000592112352933519,"ASPM"
"MATK",3571.97609929794,1.67246539434644,0.269047345589608,8.71439278324169e-11,1.73360087611865e-09,"MATK"
"SPIRE2",33.5726491420974,1.67300948070813,0.366435451274842,8.31590243073276e-07,8.42377570524565e-06,"SPIRE2"
"LOC105372178",15.0789838771117,1.67366870243441,0.632402818709894,0.00112030165743451,0.00531647915800215,"LOC105372178"
"EFHD2",9610.71893748307,1.67943473360266,0.391698192041387,3.19137217632019e-06,2.8738828272818e-05,"EFHD2"
"NRAV",29.8498349656558,1.68288769953926,0.344075588608,1.65556800381136e-07,1.88815951955119e-06,"NRAV"
"JAZF1-AS1",37.2319659908568,1.68812856071261,0.425369096990893,1.13659592348465e-05,8.98627861227303e-05,"JAZF1-AS1"
"IGSF6",27.2570528093922,1.68996215185504,0.748688645666,0.00266888470015429,0.011290563777002,NA
"SLC16A8",24.4190635199847,1.69275676806314,0.4681416095705,4.2033864993993e-05,0.000287103370298396,"SLC16A8"
"BSPRY",22.4235082463096,1.6930560023612,0.752111844189476,0.0025811235602538,0.0109680718515719,NA
"LOC101929388",21.9664880277848,1.69338058214398,0.44217911668372,2.17932444668882e-05,0.000160651292780217,"LOC101929388"
"ZNF469",214.816771929772,1.69371943862207,0.268393899593159,4.22390978957804e-11,8.76094985889883e-10,"ZNF469"
"DIP2A-IT1",111.30491953439,1.69382696113234,0.389024406722089,2.07643959065756e-06,1.93825725928998e-05,"DIP2A-IT1"
"MUC4",8.41877776789202,1.69642750455632,1.48851711515781,0.0144489265290605,0.0467584868409122,NA
"ZBTB8A",7.66528274312384,1.69751079055413,0.888971976855593,0.00582327476604153,0.0218560786054012,NA
"PDLIM1",93.4452421546199,1.70013747234336,0.325181497528403,2.73664323816956e-08,3.64328687585322e-07,"PDLIM1"
"ANXA4",299.672888043454,1.70089072411078,0.318290516547797,1.42255091241951e-08,1.98081774867692e-07,"ANXA4"
"GAB2",190.372041367459,1.70197754283173,0.832999412264361,0.0040778293728303,0.0162214052679324,NA
"REPS2",22.0991483844545,1.70330841840435,0.823629991964179,0.00392385707820363,0.0156774495862248,NA
"C12orf75-AS1",5.53754537749322,1.70403035432488,0.983421793282479,0.00891134230522155,0.0311710800206713,NA
"LOC107984832",5.24614401056875,1.70632024627023,0.858025896560836,0.00582966237172762,0.0218682871689399,NA
"STARD4-AS1",56.8256479065196,1.70790264652744,0.347367668793251,1.43024246841052e-07,1.65006143213315e-06,"STARD4-AS1"
"INGX",5.12738186124417,1.71171313501972,1.14922208977212,0.0112615702860624,0.0378119914883225,NA
"LOC102724055",5.04282435772022,1.71732756931085,0.892874024291036,0.00619582640712075,0.0230286882917812,NA
"YES1",472.182584362593,1.72369971840391,0.176700871502933,3.0464501649525e-23,2.63454996083165e-21,"YES1"
"NCF1C",74.8536883348483,1.72506639922537,0.724564252959652,0.00188921882451431,0.00838370898206861,"NCF1C"
"AJM1",316.552401520168,1.72590115124201,0.398597270625641,2.15075625610913e-06,2.0004900856823e-05,"AJM1"
"CAMK1",99.0215974886066,1.7305569080186,0.291105883643171,3.91911625803932e-10,7.04704322503099e-09,"CAMK1"
"LOC112268155",495.029937400181,1.73596326428141,0.17984392922522,7.81601521407304e-23,6.49101453968732e-21,"LOC112268155"
"FOXN3-AS1",13.5746985274004,1.73755789462582,0.625963522355031,0.000692691572055168,0.00349485275312694,"FOXN3-AS1"
"ABHD2",890.666638858985,1.73762496558924,0.180229914609402,8.73976994880074e-23,7.1447619331446e-21,"ABHD2"
"MIR22HG",729.412641414132,1.73847466285457,0.309916337004588,3.08999336658739e-09,4.82952809379692e-08,"MIR22HG"
"PCTP",73.0261346975322,1.73868637587671,0.3114234730319,3.86570018612069e-09,5.94425962491799e-08,"PCTP"
"SIGLEC11",5.69007058816859,1.73915307883996,0.892449693786711,0.00566436951809884,0.0213554179922127,NA
"LINC00161",3.86198538723539,1.74675044001371,1.37016169303719,0.0151091094720568,0.0485272318955193,NA
"METRNL",1476.33053267595,1.7477216994523,0.36859514335108,3.14510215000145e-07,3.42103418894129e-06,"METRNL"
"LOC105373265",8.38267727104032,1.74793930208261,0.720330021022464,0.00186326005503045,0.00828784408749781,"LOC105373265"
"LILRA2",29.7215237226545,1.74901333371941,0.940078518138463,0.00551930746867269,0.0208724370625916,NA
"LOC107985217",59.4720160499174,1.74917738163931,0.609431152074791,0.000501957725217355,0.00261577969953904,"LOC107985217"
"TNNI2",4.75073637963579,1.75083957958527,1.06339286076154,0.00951633502743371,0.0329731555387637,NA
"TMEM198",40.7522600596543,1.75240753133554,0.322398738812737,8.69353676047852e-09,1.26521792297145e-07,"TMEM198"
"LOC102724591",128.217571230408,1.75379441777138,0.227666975197719,2.09728659854947e-15,7.72746724197947e-14,"LOC102724591"
"CAPG",127.719888180676,1.75410719216632,0.446651684295907,1.18997486380814e-05,9.35529449653518e-05,"CAPG"
"ZSCAN9",113.962946483565,1.75566692036961,0.333224082038157,2.12861613269495e-08,2.88147984638034e-07,"ZSCAN9"
"TMEM72",4.73845652916416,1.76142132001727,0.972356263042257,0.00714836303834174,0.0259498597860219,NA
"TMEM38A",11.3950650988852,1.7616699604348,1.00801673527881,0.00703486410331699,0.0256267425507777,NA
"NUDT11",82.3331094624433,1.76323427940109,0.366753461779598,2.33825348819342e-07,2.60015775775302e-06,"NUDT11"
"SOCS2",548.699862133283,1.76334305815138,0.67724295160349,0.00102821647052582,0.00493204544926983,"SOCS2"
"LPA",4.11133576012134,1.76416466008079,1.05632861972271,0.00945086392947222,0.0327734350150778,NA
"ADAM8",5244.71995305401,1.76462832223699,0.28512589970293,9.28048688374235e-11,1.83749565781937e-09,"ADAM8"
"PLEKHO2",345.811083458307,1.7677165848666,0.32711003217699,9.49864222327237e-09,1.37189499274427e-07,"PLEKHO2"
"S100P",18.2285082778452,1.76928613375832,1.14603987383697,0.00871062286808987,0.0305883486806711,NA
"LOC107986848",68.6553997703202,1.77106102205053,0.651597108284205,0.000748739222180007,0.00373887245091462,"LOC107986848"
"RAB38",18.4477539697461,1.77290916684534,0.460932726770586,1.8631168758398e-05,0.000139854053004216,"RAB38"
"LOC105376875",19.7742160015957,1.77297900832329,0.720503628971806,0.00142474946728946,0.00656910263305436,"LOC105376875"
"ADGRG1",5888.64491060112,1.77411248536557,0.900194295435029,0.00448602714304788,0.0176042707762434,NA
"EVI5",18.1686347668021,1.77422462637444,0.455251085053939,1.44911802662647e-05,0.000111414923075822,"EVI5"
"FADS1",152.295300554577,1.77429716311736,0.260571895129626,1.32882323389753e-12,3.40386935605967e-11,"FADS1"
"CARMIL3",457.946679978857,1.77470902718555,1.11790248073429,0.00776238917566038,0.0278476144096109,NA
"KIF18B",11.4368216877459,1.7752571627891,0.66584608829868,0.000916716110045948,0.00446475093112441,"KIF18B"
"LOC105369914",27.8263605042597,1.77753352599015,0.573945631716543,0.000242909896166826,0.00137730108560806,"LOC105369914"
"LOC105376090",21.8739256935579,1.77789715021217,0.592926493271004,0.000320107462746787,0.00175832256702487,"LOC105376090"
"KLRC2",347.764359299373,1.7780874752419,0.287279353013199,9.43028990478627e-11,1.86537908437965e-09,"KLRC2"
"DOK6",120.518640141611,1.78491977403392,0.24562965788576,5.95333625142797e-14,1.81092181787623e-12,"DOK6"
"FUT7",69.3239188236778,1.78634638145573,0.304245569438854,6.27257155293841e-10,1.09774006264664e-08,"FUT7"
"LOC107984202",44.6468777609924,1.7904319811613,0.521580760031829,7.73724072063834e-05,0.000497007286069734,"LOC107984202"
"PROX2",120.734862460029,1.79116110592232,0.367429820619302,1.42028000126263e-07,1.63947158667536e-06,"PROX2"
"RHOQ-AS1",26.5116132622795,1.79400849559093,0.429177576689324,4.02392993849858e-06,3.50740548741767e-05,"RHOQ-AS1"
"LOC105371464",349.812856642922,1.79640296709831,0.357761339143762,7.34286493607308e-08,9.01827918909257e-07,"LOC105371464"
"LOC101929937",10.7684363032706,1.79919940015254,0.644963559739768,0.000651861252047889,0.00331441989379452,"LOC101929937"
"PACSIN1",176.839676484414,1.80143138878033,0.458518031077917,1.15327684599662e-05,9.10889388216626e-05,"PACSIN1"
"STARD8",5.15063040505674,1.80164377096577,0.866135420924454,0.00427518493047241,0.0169023879240631,NA
"HIP1",406.718637623273,1.80466770959763,0.31211755394949,1.07100973177436e-09,1.80322539554093e-08,"HIP1"
"LOC107986709",74.3180029860252,1.80484512494271,0.431293603691445,3.82235916638807e-06,3.35828432553188e-05,"LOC107986709"
"TMEM163",23.1362937199803,1.80618084499171,0.715799420133242,0.00124281474257989,0.00583044764239226,"TMEM163"
"GPR153",242.679167921053,1.8086579640119,0.368970206409258,1.32135499153254e-07,1.54057477787147e-06,"GPR153"
"DACH1",19.036440124165,1.80913527517373,0.602257543871614,0.000342620867299974,0.00186971825576372,"DACH1"
"MRGPRX2",4.40691625880937,1.81166173531796,1.52252002838518,0.0141477144278386,0.0459542709212798,NA
"LOC107984124",8.15624109955218,1.81376205046935,0.75450456492467,0.00185667996570442,0.00826560270628849,"LOC107984124"
"LOC112268056",22.5881595947827,1.8203592920925,0.598964933159089,0.000274109087998551,0.00153589156456055,"LOC112268056"
"CD247",6473.05055215337,1.82714519409243,0.159347898874713,2.17811754079504e-31,4.14396762670533e-29,"CD247"
"OBSL1",7.47667009692591,1.82792787215587,1.24048851393056,0.00935389268752712,0.0324802167188597,NA
"GNGT2",194.003922577786,1.83106683407842,0.238965239841983,2.4965461968721e-15,9.11827553370668e-14,"GNGT2"
"CD200R1L",6.2764068077401,1.83188636660827,1.80339775910989,0.0132541872678789,0.0434566240235265,NA
"PEAK1",781.870851223284,1.83402335765251,0.150368061802305,4.6251811227915e-35,1.05212815801935e-32,"PEAK1"
"DHCR24",214.195922179372,1.83478126737253,0.448882702119563,5.61629637795157e-06,4.74708604999073e-05,"DHCR24"
"GATA1",6.50375039915953,1.84022479188992,1.41362249495224,0.0109443187293057,0.0369576803122899,NA
"GNPTAB",2574.81638214558,1.84055615882641,0.24406458453766,6.76395265347699e-15,2.32059018249125e-13,"GNPTAB"
"WIPI1",266.535717573769,1.84059186062453,0.224405349106908,3.20055375282156e-17,1.4864639286419e-15,"WIPI1"
"TSPAN2",224.598771329562,1.84631632973031,0.27409853433564,2.35260358221495e-12,5.81977396791896e-11,"TSPAN2"
"ADPRH",50.3349294717689,1.84789394733854,0.375994205814653,1.13120486091581e-07,1.3376498763679e-06,"ADPRH"
"SGSM1",161.507936227402,1.84889466099876,0.372372213372279,9.2433360260726e-08,1.11238951324697e-06,"SGSM1"
"CD72",164.358210739161,1.84917321006993,0.21404561418853,7.89445299725569e-19,4.33635465424061e-17,"CD72"
"SPATA22",12.7956297331089,1.84984182385527,0.816466206644744,0.00215916044684168,0.00940280807394669,"SPATA22"
"SESTD1",98.8415701938164,1.85314417362004,0.364363955239971,5.05689019022173e-08,6.37187322689518e-07,"SESTD1"
"LMO2",4.46913316564978,1.8545446931496,2.2002477332254,0.0153114036137768,0.0490698682163921,NA
"MIR142",129.879091762707,1.85485462490893,0.448067579296329,4.53789580331193e-06,3.9194834243381e-05,"MIR142"
"SLC27A3",859.812445902484,1.85717336402223,0.275390348891762,2.15378871560889e-12,5.3342592000311e-11,"SLC27A3"
"SMANTIS",5.47478950230765,1.86000461891054,1.01181689999547,0.00634535036452119,0.0234680366376486,NA
"LRRC70",85.1155965770978,1.86602013157623,0.349756411948841,1.25307075950044e-08,1.76713375032515e-07,"LRRC70"
"MIA2-AS1",6.39148377350091,1.8672988854363,0.78507327893984,0.00202890672585093,0.00891287992414113,"MIA2-AS1"
"PDZD4",2605.52288390353,1.86826492375839,0.323366736951099,1.09155787929892e-09,1.83214134796148e-08,"PDZD4"
"FSD1",201.638959676219,1.87235912892267,0.528329129043059,4.48636433405687e-05,0.00030434564921602,"FSD1"
"SPECC1",254.829032305497,1.87266809981826,0.362071746665357,3.05897104327491e-08,4.02629849016713e-07,"SPECC1"
"LOC107985934",2.14878615193287,1.87495909282894,2.34529303725542,0.0131864936895816,0.043268570074563,NA
"GNB4",25.9590258487447,1.8766931817578,0.446073589802572,3.66362235442644e-06,3.23102775530706e-05,"GNB4"
"LOC107984696",3.8279891001655,1.8784071334005,1.79263031734192,0.0155792287851983,0.0497091172460177,NA
"AGPAT4-IT1",25.1036024196529,1.87885965169878,0.39109587001126,2.10770254000654e-07,2.36134896987457e-06,"AGPAT4-IT1"
"ELFN1-AS1",1.93246463367638,1.88212692965999,2.08509052204793,0.0136617967596657,0.0446461715468902,NA
"ADAMTS14",36.3724290105695,1.8830737431329,0.767977803823756,0.00137356203169503,0.00636957815185322,"ADAMTS14"
"VAV3",925.729631713309,1.88370093113789,0.254914920088401,2.1013064018053e-14,6.73447785252394e-13,"VAV3"
"SOCS6",104.021539222187,1.88405193608454,0.393605039253762,2.27227972928794e-07,2.53217626062503e-06,"SOCS6"
"ARSD-AS1",18.3434135091552,1.88512929148954,0.563606642592437,9.20142344826789e-05,0.000581423278760116,"ARSD-AS1"
"ATP9A",220.060305616657,1.88647979023582,1.16539625813491,0.00648140700113549,0.0238934094979326,NA
"LOC107984593",255.582405512204,1.88706482570655,0.413025269900234,6.23042885977989e-07,6.43267958448316e-06,"LOC107984593"
"DENND5B",3.38713608129449,1.88944013661529,1.52768418420429,0.0149061839470626,0.0479785631565866,NA
"HSPC102",2.95261990978029,1.89318320478989,3.61819420012154,0.0110171155048203,0.0371461564821782,NA
"PCDHGB5",14.4314518750621,1.89458409266209,0.744406660688956,0.00100280706958444,0.00483083848016561,"PCDHGB5"
"GALNT3",403.764475145336,1.89741863704877,0.320250259790278,4.18116898796927e-10,7.48532973312411e-09,"GALNT3"
"LOC105371159",37.7345920355992,1.90022952090439,0.344753841947126,4.88660703602543e-09,7.38389256678269e-08,"LOC105371159"
"LOC101927911",125.401734666469,1.90354063051045,0.413532065630322,5.40053191320205e-07,5.63140667062743e-06,"LOC101927911"
"ATP10D",287.872038577774,1.90531525451301,0.253983454848837,8.40291589562076e-15,2.83182325062079e-13,"ATP10D"
"BEAN1",4.28817115048321,1.90556797964151,1.09857447520126,0.00780119968407706,0.0279610033329427,NA
"PAM",520.054492905615,1.91015668325441,0.272124231255959,3.05475823945775e-13,8.55823031263345e-12,"PAM"
"SERP2",11.5022324700351,1.91356395018013,1.00124559545553,0.00462063611627995,0.0180303289425643,NA
"GTSE1",24.9163621605683,1.91743749258831,0.412944005302421,4.54666339480206e-07,4.80811377091549e-06,"GTSE1"
"IFIT3",121.384249340943,1.91757112350761,0.441264779860017,1.70854775245491e-06,1.62603398651098e-05,"IFIT3"
"GOLM1",241.03610659547,1.91780012727672,0.381372362089673,6.36742266196266e-08,7.89907655421188e-07,"GOLM1"
"IL5RA",16.3057648182305,1.92021301181824,1.14295479332811,0.00619554577138613,0.0230286882917812,NA
"SIGLEC14",11.762316079277,1.92089439007078,1.0951677749867,0.00575708679217488,0.0216545518457202,NA
"KLF4",426.608148690546,1.92396684119029,0.484964643093283,8.75558141777928e-06,7.10495571583113e-05,"KLF4"
"LOC441666",17.7417263443776,1.92717653396839,0.876807194202119,0.00251478452543108,0.010729747308506,NA
"LCNL1",63.8855630817707,1.92918587548319,0.652935693892543,0.000316436554159303,0.00173998534036939,"LCNL1"
"MIR6787",6.48627315983142,1.93112331008078,0.755121280779306,0.0012752962070381,0.005961447179114,"MIR6787"
"KIF7",37.6358138282317,1.93135997764527,0.609163499090323,0.000167319150628066,0.000993095628004586,"KIF7"
"DMKN",40.4284463795832,1.93200236337278,0.530191134125208,2.97633283366864e-05,0.000211506599466952,"DMKN"
"KLF11-DT",42.7697391124052,1.93450733934622,0.511134433648911,1.62668126279e-05,0.000123613600100468,"KLF11-DT"
"LOC105372105",18.2681812143024,1.93594741401432,0.562513913171861,6.71681518834303e-05,0.000436415735056327,"LOC105372105"
"LOC101927202",141.772435481816,1.93728419625072,0.558883587400868,5.72497883844441e-05,0.000378554050966713,"LOC101927202"
"LOC105378443",273.237215249678,1.93740474072578,0.309401283504718,4.88397706533402e-11,1.00207717669912e-09,"LOC105378443"
"MMP25",627.271507126519,1.93798730204269,0.256399169232053,5.48954575990905e-15,1.91475356105628e-13,"MMP25"
"LOC101928230",36.2208247313268,1.93816703136826,0.410847184212592,2.7213686968624e-07,2.98964850855309e-06,"LOC101928230"
"LOC105376093",14.9978870728887,1.93918927488078,0.723678689973622,0.000771423134979561,0.00383749545254392,"LOC105376093"
"LOC105372211",1.92799550606421,1.94223831259113,2.06707041341427,0.0128834418588336,0.0424538924927836,NA
"PIK3AP1",1307.16661855668,1.94559530711733,0.316033376953862,9.91177525304366e-11,1.94956421518513e-09,"PIK3AP1"
"SYNE1-AS1",26.2793471037081,1.94718138567552,0.471354769231943,4.49669360374806e-06,3.89031846793052e-05,"SYNE1-AS1"
"GLUL",1532.44762012743,1.94818727716242,0.403994587433485,1.90234064591559e-07,2.14852590597525e-06,"GLUL"
"MTSS1",1010.64156960254,1.94973368268397,0.376014817736003,2.64893893204267e-08,3.53777881109055e-07,"MTSS1"
"LOC105373591",3.11421275245122,1.94981977239007,1.360476261612,0.0128425534520559,0.042352498998523,NA
"ZBTB16",1855.82013368763,1.95114376283412,0.675449480665656,0.000394185223832733,0.00211200930987492,"ZBTB16"
"CRIM1",375.993607521237,1.95114563105489,0.228403591262217,1.74783938459042e-18,9.27068218984922e-17,"CRIM1"
"NOTCH1",4125.19075069292,1.95119302201329,0.138595376628943,7.23349379421561e-46,2.75241014773353e-43,"NOTCH1"
"SLC49A3",163.688512983759,1.95192142444215,0.172876847625609,1.78090779470202e-30,3.0057127683487e-28,"SLC49A3"
"PTAFR",50.0358801078061,1.95369268879958,0.732286791860323,0.000720969927297886,0.00361573415731851,"PTAFR"
"KCTD10",1086.05579311777,1.9542597421797,0.176544386352724,2.4142757548996e-29,3.74266392581768e-27,"KCTD10"
"PIMREG",3.1377015460749,1.95661554919522,1.31051533948656,0.0118742915813173,0.0396024182014037,NA
"ZBTB47",40.1404952150725,1.95761337507542,0.320888676264888,1.4961244642541e-10,2.86467454601187e-09,"ZBTB47"
"FCHO2",206.273103210639,1.95774725178446,0.327099754506312,2.67637173660584e-10,4.94797771233985e-09,"FCHO2"
"LINC02977",63.8900405129191,1.96005976596757,0.433975387253815,7.98467419375627e-07,8.11180881198696e-06,"LINC02977"
"LPAL2",149.947220634891,1.9612883813244,0.244703102453597,1.46697939895346e-16,6.26549895128532e-15,"LPAL2"
"LANCL3",49.3648498220088,1.9619469270413,0.419794334506815,3.41471208628e-07,3.69127554450764e-06,"LANCL3"
"LOC107985236",217.62150256693,1.96213380776601,0.476771568360132,4.45633669926303e-06,3.8585938950011e-05,"LOC107985236"
"LOC105369728",5.62141636643982,1.96335033465997,1.21357537575736,0.00780257356003371,0.0279610033329427,NA
"PDE4A",716.912257652747,1.96592132601469,0.259491021851463,4.7193678277143e-15,1.66554687855657e-13,"PDE4A"
"PLEK",2153.47003164458,1.96785034334549,0.310799393355428,3.12695899417619e-11,6.66405273219138e-10,"PLEK"
"PLXNA4",178.386268200403,1.96964813892445,0.378434053517924,2.34455515483995e-08,3.1478568720376e-07,"PLXNA4"
"LOC107986862",12.9409506585838,1.98321534002233,0.630880920534057,0.000174786078846055,0.00103069119698231,"LOC107986862"
"LDLRAD2",37.4208299953345,1.98797731877745,0.373369033969281,1.17101928553311e-08,1.66375367329511e-07,"LDLRAD2"
"MXD1",871.35733485928,1.98951628074021,0.391208441681213,4.83880568049733e-08,6.11882327984581e-07,"MXD1"
"APOBR",1651.34657483268,1.9902073533365,0.141040556904999,4.75149978598963e-46,1.8762148588904e-43,"APOBR"
"MPIG6B",65.341598113853,1.99108769687568,0.54409983164254,2.69699444729536e-05,0.000193827952585843,"MPIG6B"
"LOC107985291",25.4080280436311,1.99127335748043,0.525912079898102,1.66359543849687e-05,0.000126143932379936,"LOC107985291"
"IL18R1",583.158138759546,1.9928663068378,0.315154028641565,3.15944861629034e-11,6.71278585195171e-10,"IL18R1"
"GNAZ",30.4164293600485,1.99481357658269,0.607209645944363,9.74688519040149e-05,0.000612009640758243,"GNAZ"
"STEAP3-AS1",4.53255612211335,1.99810655389436,1.02772128501382,0.00491357064760114,0.0189368936699574,NA
"LOC107987192",162.392340130687,2.0008789001296,0.481280422065685,3.63214004028184e-06,3.20798512957372e-05,"LOC107987192"
"LOC101928215",21.0021657797293,2.00519496801072,0.496736263477003,6.43669195995967e-06,5.36681630828829e-05,"LOC101928215"
"LOC107987250",16.7091407639626,2.00730562850217,0.483216016399804,3.93259410889791e-06,3.43638119043906e-05,"LOC107987250"
"ZNF687-AS1",3.7618638847878,2.00740848864866,1.15451474978959,0.00772393844942315,0.0277409617074872,NA
"LOC105371058",254.032913754517,2.00912762256283,0.562373129489966,3.66993824713038e-05,0.000254994912469936,"LOC105371058"
"AOAH",2831.80574975412,2.0094652365429,0.295748078001305,1.353652770911e-12,3.45900429665756e-11,"AOAH"
"PSD2",28.5314884366057,2.00988939650537,0.574814158921552,5.42810208654175e-05,0.000360632763387764,"PSD2"
"LINC01597",6.78228102278991,2.00994026612494,0.807294175043632,0.00141832089636134,0.00654523036803751,"LINC01597"
"LOC105372118",376.535750573927,2.01067378062403,0.245903352959627,3.70041834700846e-17,1.70202978387237e-15,"LOC105372118"
"RRM2",124.126380123185,2.01246720706584,0.896050498233279,0.0018946986549832,0.00840268138408314,"RRM2"
"YPEL1",958.631771640498,2.01416779603939,0.230967795892602,3.54227392080793e-19,2.04222337781456e-17,"YPEL1"
"LINC01353",17.1209960311393,2.01955392622119,0.614064836420952,0.000111563969487967,0.000691386068535435,"LINC01353"
"B3GALNT1",35.8662392097097,2.01996992652118,0.448739501775232,8.6270451524417e-07,8.68430981001924e-06,"B3GALNT1"
"S1PR5",2704.56512199619,2.02177221907959,0.592996211435652,6.66294691717159e-05,0.000433454003986842,"S1PR5"
"NEGR1",2.3521385098205,2.02315879768606,2.49551684436671,0.0116680032789757,0.0390138956099063,NA
"SETBP1-DT",4.28544868875924,2.02541340936907,1.03472750840678,0.00514904143535698,0.0196748473907524,NA
"FAM110A",264.01549969665,2.02910707827841,0.479763998917184,2.5976128129095e-06,2.38328982676765e-05,"FAM110A"
"THEMIS2",2038.61116982806,2.03139113304983,0.32204616098395,3.65717175752262e-11,7.67675933213977e-10,"THEMIS2"
"CEP78",2096.12395465063,2.0348503437834,0.303419496100093,2.62453382788256e-12,6.40912998248848e-11,"CEP78"
"EMID1",8.12086369262709,2.04509626616045,0.926462949819737,0.00246050130759771,0.0105346100221549,NA
"SMIM10",4.13364946563421,2.04682827533239,1.33919233135881,0.00944837071868218,0.0327702191582003,NA
"LRP12",41.9828046091387,2.04815994533962,0.35176573363398,6.99904481164682e-10,1.2135543481205e-08,"LRP12"
"RAB11FIP1",634.442142167826,2.04857118662369,0.2367535925672,6.0729845648975e-19,3.38019736633444e-17,"RAB11FIP1"
"FAM27E4",14.6055042048446,2.04876520426044,0.73687005287417,0.00049418500840821,0.00257912814363267,"FAM27E4"
"TRPM2",213.497725605814,2.04894730366024,0.285837053910318,9.36324238338431e-14,2.78343659942425e-12,"TRPM2"
"LOC105375530",2.63147639097048,2.05007212317189,1.46561556834809,0.0120138242276038,0.0400103936084168,NA
"RAP1GAP2",4011.06084482996,2.05856270894645,0.332999524726904,9.28054716320276e-11,1.83749565781937e-09,"RAP1GAP2"
"LBX2-AS1",25.7807125701208,2.06498593720611,0.434094521124036,2.16900095763977e-07,2.42483183982292e-06,"LBX2-AS1"
"CMKLR1",524.347176682013,2.06519677999526,0.989057792084066,0.0024980691181307,0.0106649511432557,NA
"CA3",9.43661055758658,2.06588008639549,0.634132564552449,0.00013466668412738,0.000817747687017797,"CA3"
"CYRIA",469.413605650727,2.06983872175871,0.371820348411634,3.22517777108791e-09,5.02206252926546e-08,"CYRIA"
"PDCD6IP-DT",9.31970882736131,2.0730608921045,0.66515456866216,0.000222699435166526,0.00127444730083813,"PDCD6IP-DT"
"LOC105375740",62.9203791138173,2.07381739906337,0.455989301548991,5.64462827113415e-07,5.8713111559789e-06,"LOC105375740"
"CNTLN",10.1672390994953,2.07580171668374,0.722686530557902,0.00045252299554657,0.00238857086325015,"CNTLN"
"FHL3",275.594071725427,2.08421935650459,0.339938719316743,9.61045082385225e-11,1.89564104468972e-09,"FHL3"
"LOC105373262",50.2005865925741,2.09199646057728,0.749398457698857,0.000426756107319582,0.00226851709778619,"LOC105373262"
"GK5",2309.53476014602,2.0940902625391,0.295865010524798,1.85139077991931e-13,5.30039757074574e-12,"GK5"
"CARD9",22.8994672857778,2.09541377152047,0.679620854157444,0.000187120267769786,0.00109662642505911,"CARD9"
"CCR1",53.9205335590273,2.09768885133214,0.629321321553789,8.00209912763706e-05,0.000513233008100485,"CCR1"
"NAALADL1",242.594544726653,2.10104321248469,0.152500418847483,4.15894991468312e-44,1.47522887821167e-41,"NAALADL1"
"ELOVL6",376.111128552996,2.10404387953948,0.324852193777797,1.07012631722078e-11,2.42639258578511e-10,"ELOVL6"
"PTGDS",1015.02386658333,2.10898287648854,0.871766823143382,0.00119196704353968,0.00561582311733417,"PTGDS"
"LOC101927012",5.09538664969102,2.11018958155992,0.867801877408452,0.001697257866884,0.00764228591954921,"LOC101927012"
